Text,Sentiment
" Protesters stopped burn-offs in East Gippsland, which has since been devastated by fire. Most Green/Labor councillors around…",-1
"INTRIGA DE FINAL DE ANO

surgiu a discussao se o nome da minha gata seria COM H (theodora) ou SEM H (teodora). prec… ",0
" “The future is already here, it's just not evenly distributed."" William Gibson  ",0
 Goodbye 2019... ,0
 To you and the family as well Peter .,1
Would love to know the backstory to his 'escape'. ,1
 This story of mine from September seems more relevant than ever now.  ,0
" The action needed will be difficult but isn’t complicated: 

1. No new coal or gas plants or extraction approvals. 2. Total dec…",-1
"  Points of contact
————————
Hospitals 
Pharmacies 
Aged Care 
Home care

Products
————
Scanners
Dia… ",1
So obvious 😖 ,0
 Vose,0
" don’t for get the TAC Stock .....  wait, what!? ",0
 A firefighter in South Australia has been praised for rescuing six vulnerable koalas from a raging bushfire. More here 👇…,-1
  He’s probably the only one in the country!!!! 😡😡😡 What happent to holidaying in our own backyard to suppor…,0
Breakfast burrito. Undefeated in 2020 ,0
" ┏━━┓┏━━┓┏━━┓┏━━┓
┗━┓┃┃┏┓┃┗━┓┃┃┏┓┃
┏━┛┃┃┃┃┃┏━┛┃┃┃┃┃
   HOMEOPATHY DOESN'T WORK
┃┏━┛┃┃┃┃┃┏━┛┃┃┃┃
┃┗━┓┃┗┛┃┃┗━┓┃┗┛┃
┗━━┛┗━━┛┗━━┛┗━━",0
" Reylo isn't even a ship anymore, it's just a bunch of people who wish that the rest of the world would show a single fuckin…",1
 Fire is under control but all the roads out of the suburb are closed,-1
" Cet homme a dit à sa fille ""ne dis a personne que ton père est éboueur, ils se moqueront de toi.""

Sa fille a fait prend…",0
"So good how there's smoke in our living room and bedroom and every air purifier in a three hour radius is sold out,… ",1
" Decade In Review Twitter:

Australians: ""Well, I am still here, here's to the next decade"".

British: ""One may have erred…",1
       … ,0
  They’re sombre because they ran out of prawns and lobster far too early....,0
,0
 Live every day of 2020 as free as John Boyega lived his last day of 2019: ,1
"100 Marines, 2 Apaches being sent to secure US Embassy in Iraq from Iran-backed group  via ",1
 His glib Pentie statements are offensive in the extreme.,-1
  I'd be happy if the media pulled up politicians who lie in interviews and pressers. They let the lying pricks of…,-1
  Outrageous. Celebrating the New Year. Thats good for 10 years gaol.,1
 Relive this year’s breathtaking Sydney New Year's Eve fireworks display – see the highlights 🥳! #SydNYE …,1
 Sorry We Missed You David. Hope you’re enjoying fabulous meals &amp; visits to galleries in Paris. Nothing much happening in NSW…,1
"   ""When what you hear and what you see don't match, trust your eyes.""
Take your own advice.",-1
 I’ve always enjoyed Thinking Allowed by the BBC - fantastic sociology podcast that covers any topic you can think of.,1
 When I play soccer ⚽️ I usually sit down and let the rest of the team do the work because I am only 9… ,1
 This is an excellent scientific explainer by  of exactly how #climatechange has changed Australian temperat…,1
  I guess it’s easy when you’re in Melbourne to RT others and to try to justify your stan… ,1
"We are excited to share some awesome happenings that will unfold in 2020...

🧘🏼‍♂🧘🏼‍♂ Two new teachers!!
📽 21 Day V… ",1
" Find out what happens when the narcissist knows you've figured them out, and equip yourself with the knowledge you nee…",0
With the locals. ,0
"Oh my God, the Leafs don't need anymore players injured #TORvsMIN",-1
" Witnesses my ass.

Unindicted - - -Co-conspirators. ",-1
 As journalists we have a deeply important responsibility to properly inform the public. By not tackling this false “denia…,1
 Another Decade arrives I hope everyone is positive rather than Negative 👎!! Life is to live and most IMPORTANTLY ENJOY 😊!!…,1
,0
 Ross Gittins lays out the government’s strategy very clearly here: ‘as part of their commitment to Smaller Government..…,1
Same reason mathematicians crack seemingly-impossible problems – there are essential nutrients there to  grow new i… ,-1
" Cet homme a dit à sa fille ""ne dis a personne que ton père est éboueur, ils se moqueront de toi.""

Sa fille a fait prend…",0
   Son of Anton ,0
 ,0
" A friend just sent me these pics of her kids at the Bega Showground tonight.

Haunting images like this will forever e…",1
 And the whole 'left -v- right' thing is a right-wing construct. it's hilarious too as 'hey lefties' ..… ,1
 Remember everyone:  and  have prioritised saving money (there are currently idle firefighting planes…,0
 Same here mate.. you’re a great friend &amp; a like a brother...catch up soon 😊👍🏻🍺,1
" Cet homme a dit à sa fille ""ne dis a personne que ton père est éboueur, ils se moqueront de toi.""

Sa fille a fait prend…",0
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
 Im living in 2020 dude,0
 Call of Duty Ghosts because of the awesome dog that you get to play as  and are able to call it in a… ,1
" Precisely. There are deeply improper forces at play in the national “debate” around our collective, and immediate, future…",1
 I can’t handle this 😢😢😢😢😢😢 ,-1
" I think I might pick one up in Sydney - I'm driving up today, and back on Saturday, did you guys want one?",1
" Why Not start the NEW YEAR with a Gym #workout !! 
💕HAPPY NEW YEAR LOVERS !! 💕
 …",1
" and  are fake ""unions"" set up by the LNP and big business to destroy Queensland workers and come… ",-1
 OPINION: The NSW practice of strip-searching children for drugs (usually finding nothing) is directed by emergency servic…,-1
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
 Je vous souhaite une Bonne Année 2020 les amis ! Qu'elle vous réserve de bonnes choses ! ,0
 what the future looks like ... ,1
Definitely don't add #ScottyfromMarketing or #LiarFromTheShire or #AustraliaBurns or #MorrisonFires ,1
" Quite apart from all the other bastardry he was subjected to, Shorten was hounded relentlessly by journalists because he…",0
" เท่ห์ชหเลยพ่อเอ้ยยยยยย!!
#AISBangkokCountdown2020xPeck
#เค้าท์ดาวน์2020กับพี่เป๊ก
#Countdown2020withPeck
#เป๊กผลิตโชค
#Pec…",0
,0
Yesterday my wife and kids went to see the sequel to that movie with that song and the snow. I went to a cafe inste… ,0
" Incredible - and frightening - photos are emerging from Mallacoota, a small town in the East Gippsland region of Victoria, where a…",-1
  I'm all for reducing spending on private health and education provision which is  direc… ,0
 Live every day of 2020 as free as John Boyega lived his last day of 2019: ,1
" Mi novia llegó y me pilló sin haber hecho el oficio, porque cuando el amor llega así de esa manera, uno no se da ni cuent…",-1
  Do people still read the  ? 😂😂😂 #ScottyFromMarketing must be earning his $$$$ from Stoopid Roop…,1
  Ok obvious troll.,1
" Reposting with just the art! Happy new year once again! Hoping to fill 2020 year with more sylvix art &lt;3
#FE3H #sylvix http…",1
" Cet homme a dit à sa fille ""ne dis a personne que ton père est éboueur, ils se moqueront de toi.""

Sa fille a fait prend…",0
   What a ludicrous proposal Mick. Absurd. Illogical and useless. Conse… ,-1
 Haha nah just a wee dram or two,1
" We're not an outfit that focuses on diversity as a target--we focus solely on talent.

Yet lo &amp; behold, 60% of 's…",1
 ,0
 Happy new year to you Ulane. Another year for beautiful words and magical walks in your enchanted forest 🌳,1
 Sabrina Carpenter!!!!!,0
" Happy, positive and active New Decade Greta. Keep doing your great work.",1
 Thanks Benny. I wish you and your family all the best for 2020,1
  That went well Joshie 😂😂😂,1
 what the future looks like ... ,1
Criminals trying to remove ankle monitors put on notice by corrections m...  via ,-1
Happy New Year 2020!,1
  How come all the guys look like they have recently had something substantial shoved up their bottom? 😋🤪😝😜😄😆😁😅😂🤣,1
" More than 5 million hectares burned.

Now 11 people killed.

Almost 500 million animals estimated dead.

At least 18 expe…",-1
Maybe the truth hurts? ,-1
" To be fair, unless the job is pretending to be a policeman or stacking branches with fellow nut job Christians, David Elli…",1
  ,0
unbelievable #LiarFromTheShire #ClimateChange denier ,-1
  ,0
Eppi niu iar ,0
         …,0
This is pretty but also sinister ,-1
 To Free Scotland 🏴󠁧󠁢󠁳󠁣󠁴󠁿❤️...!!!,1
" Thank you and Happy New Year to you and yours.
Here's hoping for much happiness to come. 🐨🍃",1
 Good riddance to that mongrel of a year. 2020 is ready to rock. Bring it on!!!!,1
" ┏━━┓┏━━┓┏━━┓┏━━┓
┗━┓┃┃┏┓┃┗━┓┃┃┏┓┃
┏━┛┃┃┃┃┃┏━┛┃┃┃┃┃
   HOMEOPATHY DOESN'T WORK
┃┏━┛┃┃┃┃┃┏━┛┃┃┃┃
┃┗━┓┃┗┛┃┃┗━┓┃┗┛┃
┗━━┛┗━━┛┗━━┛┗━━",0
"#bloodsun has been with us all summer, a reminder that some people have had a tough #nye . The amazing … ",1
" I have such low expectations for our politicians, but I’m still blown away by how absurd this situation is. The NSW emergency ser…",-1
I’m back here - miss you all    ,-1
"     Climate change is real. There is no doubt.

There is… ",1
Happy New Year to all my friends around the world 🙏🏻♥️,1
 The last widow. Karin Slaughter 😍📚,1
" I'm so proud of you sis, get that PhD!!!",1
 Very hard to celebrate a decade where Govts had all the facts on the risks ahead and failed to act. As we head in to 2020…,-1
 Look   Lots of light + no #Fireworks for #NYE2020 ,-1
 Feliz fin de año Nachoooo tkmmm. Te diría que nunca cambies pero una persona como vos es desarrollo const… ,0
"Anyway I just really wanted to say I still love you. Not in love with you. Not you, you.",1
" Thank you for your calming influence, your visionary leadership, your inspirational vision, your Christian example, you…",1
"Statement. The #1 search in Australia in 2019, according to the SMH, was 'fires near me'.",-1
minecraft cave noises are the scariest shit. you’re just chilling looking for some diamonds when all of a sudden yo… ,-1
 Extraordinary... ,0
"  Felicidades, amigazo!!!",0
 Tattooed the Painted Lady from Avatar the Last Airbender 💉♥️ ,0
 Morrison was warned about this crisis months ago - as was Premier. They had ample time to wake up and prioritise not only…,-1
 Happy New Year Pree! ❤️,1
Those drones over Shanghai were pretty cool:  via ,1
"  Wrong elite and flying the wrong way. 

He could fly to Silicon Valley and discuss bringi… ",-1
 You have to bug the pamphlets?!,0
My aries dad and leo mum should have consulted an astrologer before getting married yall IntEnse Af together omgomomg,1
" lee hi getting the lyrics ""you would regret this you fool"" and ""i'm done with you"" In CL MV was a beautiful foreshadowing o…",-1
,0
 Has the  decided to support bot-trolling? ,1
" Now that it’s the twenties again, don’t forget to do the Turkey Trot and give Aunt Maud a thousand fits 👍",-1
" #EnergyAccess is crucial to human well-being, but it’s usually an afterthought in refugee camps. Find out how energy solu…",1
  We must reverse the trend of isolation and live as large multi-generation families. The best indic… ,1
 Happy new year,1
Batman wishes you all a Happy New Year's Day - may you all comfortably flomp face-first into a bucket of clean laun… ,1
" More than 5 million hectares burned.

Now 11 people killed.

Almost 500 million animals estimated dead.

At least 18 expe…",-1
" ┏━━┓┏━━┓┏━━┓┏━━┓
┗━┓┃┃┏┓┃┗━┓┃┃┏┓┃
┏━┛┃┃┃┃┃┏━┛┃┃┃┃┃
   HOMEOPATHY DOESN'T WORK
┃┏━┛┃┃┃┃┃┏━┛┃┃┃┃
┃┗━┓┃┗┛┃┃┗━┓┃┗┛┃
┗━━┛┗━━┛┗━━┛┗━━",0
 Trust a Murdoch paper to publish this crap. Tingle is one of Australia’s finest political journalists.… ,1
Triviality—the power of constant distraction—seeps into every crack of our society. Love demands that we pay attent… ,1
 #BringBackTony ,0
   Perfect! You know that “Draft Dodgers” is gonna play in my head each t… ,1
"Here's the ultimate guide to great automated responses, along with six real-life examples so you can see them in ac… ",1
"Por favor seus desgraça, não solta buceta de fogos de artifícios, isso não agrega nada na vida de ngm, só faz os bichinhos sofrerem",1
 i just watched this too. terrifying.,-1
" Transphobic/misogynistic dudebros be like ""hormones won't make you a real woman!"" then won't eat a fucking vegetarian…",1
 Does Telstra even have any “specialists”?,0
 Never,0
 He’s a devil for the scent of carbolic soap.,-1
  Hi we own a house on the south side of cooks crescent- if there’s any news of house losse… ,0
 ?? Frank ocean brotha,0
" แง้งงงงงงงว!!...มุมนี้คือพี่จ้านน่ารักมาก น่ารักที่สุด น่ารักๆๆๆๆๆๆ😭😭😭 คนอะไรตกใจกระดาษยังดูปุ๊กปิ๊ก ม้อบแม้บ ไปหมด
กระ…",-1
 ,0
 “No better place to raise kids” -according to our PM this morning. ,1
 As Margaret Atwood wrote in The Testaments: ‘you don’t believe the sky is falling until a chunk of it falls on you’.…,-1
"My #NewYearResolutions for 2020: 
1. To Graduate as a PhD
2. Publish 2 articles
3. Memorise ch18 qur'an.
Nah...I'll… ",0
" NYT didn’t get the memo. The talking point is revenge for Al-Bagdadi, dummkopfs!",-1
"   Adding: Things that work for one disabled person may not work for another, if someone says it won…",0
"  Just keep working on the budget surplus Josh, no need to provide equipment &amp; resources to fire fighters,…",-1
" before this night end, i just wanna apologise to the ppl that I've hurt while i was hurting and thank u to everyone that…",-1
 My favourite intersection of competing interests is hardcore Australian monarchists and an increasingly climate activist…,1
 هنام بدل خيبات الأمل,0
 OPINION: The NSW practice of strip-searching children for drugs (usually finding nothing) is directed by emergency servic…,-1
Happy New Year! 🥳🍻 — Happy New Year!😊 ,1
 Finally is the wrong choice of word. She played a gay character in Sisters and you can just feel the… ,-1
 La verga le dijo: ¡con mucho gusto!,0
 ,0
,0
"Big cheers to  for putting our mugs on the cover of Front Left. HNY!

 ",1
 Remember everyone:  and  have prioritised saving money (there are currently idle firefighting planes…,0
"  Benny, you guys tried making NPC an insult and a meme. Come on. Lol.",-1
 HAPPY NEW YEAR!!! 💙⚡💙⚡💙 Love Sonic #SonicMovie ,1
  Booooo,0
" オーストラリアのシドニーでは2時間早くハッピーニューイヤーになりました！
今年も宜しくお願いします🎇 ",0
   Yes ! He repealed the carbon tax when for the first time in 100 years our emissions were decreasing.,1
 A mais gata uai ,0
" Off to work, because hospitals close for no man, or woman, or public holiday.",1
 🤣🤣,1
"  During the early stages of the trial at So Dist of NY, the alleged victim was unnamed Jane Doe. Later, her nam…",-1
" We're not an outfit that focuses on diversity as a target--we focus solely on talent.

Yet lo &amp; behold, 60% of 's…",1
 I know. This is the first time it’s happened,0
 作為農村出來的孩子，我看了一眼就知道是扯淡，我從來沒看過她的完整視頻。別人推薦我瞅過兩眼，加起來不超過半小時。哈哈，那時候她還沒這麼火，現在中共炒，一堆人擁護一堆人又反對，更火了。須知罵人也是炒作。最好的辦法就… ,0
 Sempre um prazer te acompanhar por aqui Mendonção!! Feliz 2020!!!,0
 Yes cause there is nothing a real greenie loves more than watching the total destruction of national… ,1
" 100% agree about not waiting. If you won the lottery, would you wait until the New Year to collect… ",1
Good morning ,1
 This year will be something quite extraordinary.,0
" before this night end, i just wanna apologise to the ppl that I've hurt while i was hurting and thank u to everyone that…",-1
ich hab swag  En veel geld maken,0
" The town of Mogo, on the NSW south coast, has sadly been devastated by the bushfires. Photos by the Herald's  #NSWF…",-1
"  It's time for another Royal visit to distract the masses.
And this time, Prince W… ",-1
 Since the looney LNP took charge.,0
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
 This masterpiece!! ❤️ ,1
An Illusion called Brunch Battle where you inhale Playa dust before sailing to a Brave new world,1
 Earth 'at a tipping point': Royal family launches climate crusade |  ,0
"UP's Kanpur Hits Zero Degrees, Delhi Gets Cold Wave Relief Till January 4  via ",1
 Me too,0
  I’m massively flattered. Thank you so so much ❤️,1
 por isso mesmo que foi estranho ué eu tive que ficar encarando pra ter certeza que não era porque seria estranho se fosse,0
" Cet homme a dit à sa fille ""ne dis a personne que ton père est éboueur, ils se moqueront de toi.""

Sa fille a fait prend…",0
" We're not an outfit that focuses on diversity as a target--we focus solely on talent.

Yet lo &amp; behold, 60% of 's…",1
 Mach mich bio 🙂,1
" Between 
Gina Raimondo
Sheldon Whitehouse 
R.I. is Doomed",-1
 yes please,1
" ☼ ᴛʜᴇ  ʀ ᴇ ᴠ ɪ ᴠ ᴇ ᴅ  ᴀ ᴄ ᴇ ☼

*blows a kiss to the morning sun* for asahi ",1
,0
[new article] John Howard says there was “a risk” some elements of the Indonesian military would not accept East Ti… ,-1
" More than 5 million hectares burned.

Now 11 people killed.

Almost 500 million animals estimated dead.

At least 18 expe…",-1
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
" And constantly the people reject your considered policies.

Those stupid Deplorables",-1
 Europe is watching us in total disbelief. A PM going in holidays while the country is on fire? AU’s reputation is severely d…,-1
"  🎁🎉🎉  HNY 2020 ขอให้เป็นปีที่ดีของทุกคน มีความสุขมากๆนะคะ  🎉🎉🎁🎁

#CountDown2020WithPeck 
#เคาท์ดาวน์2020กับพี่เป๊ก #Pe…",1
 what the future looks like ... ,1
" Hoy, en un nuevo capítulo de ""Ellas vs nosotros"" ❤️ ",0
       … ,0
    he is a mockery to the great Aussie spirit.,1
" NO. I don't consent. Our government went ahead with fireworks in our cities and every corner, whilst precious animals, wil…",1
خب اینم از ۲۰۲۰، حالا که چی خب؟🙄,0
 As journalists we have a deeply important responsibility to properly inform the public. By not tackling this false “denia…,1
 Yesterday I went to the beach with some family and saw a blue dragon in person for the first time! 😍 I’ve also success…,1
"Happy New Year! 
Bonne année!
Frohes Neues Jahr! ",1
Welcome to 2020 where #my #twitter account got #hacked! #yay!!!! #freaking #nigeria!!!! (They show you where the ha… ,1
" This was Nowa Nowa, why is this not the story across all our screens? These idiots are to blame, ther… ",-1
   But there have been fires in NSW as well...? So... I don’t think there… ,1
 OPINION: The NSW practice of strip-searching children for drugs (usually finding nothing) is directed by emergency servic…,-1
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
 i really be shorter than jinho huh 😭,-1
 dq11 ,0
"剛下班回家看到信箱裡，有這張🥺🥺 感到好窩心❤️❤️Thank you ❤️😍
Happy New Year 🎊 

  ",1
 Just wanna be in my own fkn bed,0
,0
" Scott Morrison was furious when Christine Nixon went for dinner on Black Saturday.

10 News has confirmed that tonight,…",-1
 HAPPY NEW YEAR!!!,1
" Cet homme a dit à sa fille ""ne dis a personne que ton père est éboueur, ils se moqueront de toi.""

Sa fille a fait prend…",0
 Chorar por ex ,0
 So don’t panic. But show some real leadership that won’t attract ridicule worldwide.,-1
 fun fact i already won.,1
 This is an excellent scientific explainer by  of exactly how #climatechange has changed Australian temperat…,1
" My Recs: drinks lots of water &amp; some OJ, 1 alcohol w dinner if needed. Use saline nasal spray ~every 2… ",0
  One word - No.,0
          …,0
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
" is grateful to be celebrating their first Christmas with you!
May the joyful festive of Christmas brin… ",1
 The midnight fireworks got half the TV audience of last year’s. Bit of a boycott going on?  …,-1
 OPINION: The NSW practice of strip-searching children for drugs (usually finding nothing) is directed by emergency servic…,-1
 Here’s to half a dozen or so more,0
  Why forests are allowed to build up fuel loads to the dangerous levels that guarantee a super hot out of c…,1
" I thought you were messing around about J. Cole bro, frank ocean is #6 for me , Kodak black made those… ",0
"  (ala ) kick off 2020 with a message to #climate #deniers (criminals) as the nation burn... Clear,…",-1
" Quite apart from all the other bastardry he was subjected to, Shorten was hounded relentlessly by journalists because he…",0
 OPINION: The NSW practice of strip-searching children for drugs (usually finding nothing) is directed by emergency servic…,-1
" Protesters stopped burn-offs in East Gippsland, which has since been devastated by fire. Most Green/Labor councillors around…",-1
,0
    #BurnNewsCorp,0
"  This was Nowa Nowa, why is this not the story across all our screens? These idiots are to blame, there wou…",-1
"Instrument: Mute Trumpet 1 
Tempo: 120.0
Played in the key of G. ",1
     #LittleManMorrison entirely predictable: worst… ,0
 The firefighters’ union (FBEU) has been asking to meet with Elliott for months to talk about the impact of budget cuts on…,-1
LMAO ,1
 Ya se acaba el 2019 upaaaaaa ,0
 My soulmate ain’t human ,1
  From the comfort of your taxpayer funded residency in the USA... sponge!,1
"Happy New Year from Oz!

My ""corporate mugshot"" for 2020 is a fifties-vintage 400-series ivory-coloured handset.… ",1
Happy New Year from Sydney! 🥳🤩 ,1
" Bungle? It was one of the best moments of 2019! Go Laura Tingle!

And get in the bin where you belong Courier-Mail! #th…",1
 What's a mucker?,0
         ,0
" #HappyNewYear 🥳 
Wishing you all the best for the year to come 😊
Here’s a little highlights reel from last year 🎥
If 2…",1
Happy New Year folks!,1
"      Le faltó mencionar el metro, que mañana inicia operaciones.…",0
 Im living in 2020 dude,0
 I want cookies now,1
"Ariana in black lingerie from her site running on the EscortX app!


… ",0
 Publish more books than I managed to in 2019.,0
happy new year to all my twitter friends and followers from  ..🙂🇦🇺❤️I hope this new year will be a… ,1
 $AHZ - will 2020 be the year that Admedus’ products and science get recognised? I sure hope so as their #Adapt treated tiss…,1
 OPINION: The NSW practice of strip-searching children for drugs (usually finding nothing) is directed by emergency servic…,-1
"It's You Don't Own Me, SAYGRACE, G-Aezy
",0
" This 2020, do little. 😉",0
,0
Happy new year to all and hope 2020 is a great one for all,1
" Our emergency workers are giving it all they've got to keep Australians safe.

Governments have got to do everything they can t…",1
 Barmy Army,0
" Here's the leader of Australia's opposition yesterday, amidst historic bushfires, refusing to link what's happening to g…",-1
 Was great being outside in it,1
 The brain is an amazing thing,1
  It's almost as if the government is working against our best interests.,1
 Antipodean Trump - he’ll probably start rallies in regional Qld soon,0
 🤣❤️,1
"Rosedale followers:

I’ve got a friend in the fire service who isn’t in the area and he’s trying to find out more.… ",1
 Walk the red carpet then go straight home. Time is of the essence.,1
 Todo sea para guardar espacio para ta noche,0
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
" In the early months of 2010 I left high school at the age of 15.

This decade has been my entire adult life. Construction to…",0
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
 Where are you?,0
 That sounds highly disappointing.,-1
"  The majority of the country voted for Morrison, and the latest polls show that he sti… ",0
" Incredible - and frightening - photos are emerging from Mallacoota, a small town in the East Gippsland region of Victoria, where a…",-1
"Say what you will, but Labour was ready to govern: LABOR’S NATIONAL FIRE FIGHTING FLEET - SUNDAY, 17 MARCH 2019 ",-1
President Xi Jinping ends new year address with the mention of  20th anniversary of the handover of Macau🇲🇴 as Proo… ,0
Happy New Year!!!! Let's see what 2020 will bring 🙌✨,1
 ❤️❤️❤️ i miss u,-1
 Thank you. Keep in touch through the year 😊✌🏻,1
 Zinco ?,0
  How come all the guys look like they have recently had something substantial shoved up their bottom? 😋🤪😝😜😄😆😁😅😂🤣,1
 Maybe you should have had a better policy,1
" NO. I don't consent. Our government went ahead with fireworks in our cities and every corner, whilst precious animals, wil…",1
 [new article] The Howard cabinet was warned not to allow broad consultation on a constitutional preamble and flagged futu…,-1
 happy new year to all my twitter friends and followers from  ..🙂🇦🇺❤️I hope this new year will be a pea…,1
   Gawd. Installing Linux isn't *that* fun! :),-1
 feeling like shit...just want this bitch back 😭 ,-1
 Happy 2020...,1
"Good morning 
Cherry Blossom season in Japan ",1
 Also hey to my US followers who are waking up to see what appear to be CGI images of fires. They're all real. Last night…,0
 11.15am 1/1/2020,0
Is anyone else’s snapchat not working?,0
Does anybody else get annoyed by that metal scraping sound on the Metro coming into Epping from Cherrybrook? It is… ,-1
" Inside Canberra Centre mall now - chock full of smoke from fires nowhere near here...
#canberra #AustraliaBurns #Australiab…",0
 The best thing to do. Use the big trolley and push with purpose 😂,1
 Very hard to celebrate a decade where Govts had all the facts on the risks ahead and failed to act. As we head in to 2020…,-1
Smug fuckers. ,-1
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
" 2019 will always be an electrifying year to remember at !
Thank you for your continuous support and faith in u…",1
THEY DID ME SO WRONG BITCH OMG HAHAHAHAHAHAHA ,-1
"  This government and its leader will face its day of reckoning, sadly not soon enough. This is a pivotal moment…",-1
 Happy New Year Angel 🎉🎊. All the best this year 🤗💕🌻,1
   Yeah. I don’t think that changes anything about this discussion. Abori… ,1
" We're not an outfit that focuses on diversity as a target--we focus solely on talent.

Yet lo &amp; behold, 60% of 's…",1
Good on you young  lady one day your power will be greater for our sakes hopes it soon ,1
" Happy new year, Ess! ☺️💕",1
I slept through New Year's,0
" A friend just sent me these pics of her kids at the Bega Showground tonight.

Haunting images like this will forever e…",1
"  Eradicate mortgages and debt by relying on shared spaces and shared resources. 

Drug dealers (ill… ",1
 It's the nature of the beast to keep repeating the lie until it becomes accepted by LNP voting morons. Trump does it with aplomb.,-1
"Idk, Cyberpunk 2020 is starting to look positively utopian... ",1
  You are a disgrace. An embarrassment.,-1
"  Thank you and Happy New Year to you and yours.
Here's hoping for much happiness to come. 🐨🍃",1
     The past 10 years and more. Our Leaders are mor… ,0
  A quien? A Camacho? O a su papá? Bolivar era huérfano idiotas.,0
 How good is air pollution!? ,1
 The midnight fireworks got half the TV audience of last year’s. Bit of a boycott going on?  …,-1
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
 More evidence Australia doesn't really exist,0
   Maybe she could volunteer her reasons and how she feels about it now.,0
So inspiring. We have much to learn from the #HongKongProtest movement's persistence and creativity. we'll need bot… ,1
 “No better place to raise kids” -according to our PM this morning. ,1
          …,0
" A Main Street destroyed. 

Residents of the NSW town of Cobargo, on the South Coast, have returned to find their town decimat…",-1
Maybe we should call him #denierfromtheshire ,0
       … ,0
บทความปี 2019 ของทุกคนในเฟส มีแต่เรื่องความรักดี ๆ #อิจฉาจ้า #เศร้า,0
The Division 2 - Weekly Vendor Reset - PLUMS PICKS - MUST BUYS - NAMED T...  via ,0
" Hahaha don’t worry literally everyone says that when they see us together 😂 thanks beautiful, have an awesome new year !! 💕",1
 I hope you are safe.,1
 Thanks to everyone on the South Coast and Southern NSW for your patience following the horrible day yesterday. Every effort is…,-1
" A Main Street destroyed. 

Residents of the NSW town of Cobargo, on the South Coast, have returned to find their town decimat…",-1
 London Paris anyone?? How much do we pay him? #NSWfires #AustraliaBurns ,-1
 He’s copied Trump to a tee. Shame we can’t impeach him. Maybe arrest him for manslaughter ?,-1
 Man y’all just as single as my ass is ,-1
 💕,0
 I am actually so proud of myself for getting to 2020... when most of 2019 i didn’t think i was gonna make it through the y…,1
Astronaut Breaks Record For Longest Single Spaceflight By A Woman ,0
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
 The future already happened. Happy Current Year from Australia :),1
"This AMAZING house just down the road, So modern and space-age looking.",1
 And bloody  telling us “ don’t worry”about family uncontactable on the South Coast. How out of tou… ,-1
" A friend just sent me these pics of her kids at the Bega Showground tonight.

Haunting images like this will forever e…",1
And here are some amazing science teachers I enjoy following     … ,1
 And this was interesting. Appears they may be ‘buying’ the good comments ,1
Day 1 rewatching all the DVDs I own #500daysofsummer #1 ,0
  Journalism ?  that's a long stretch.   I think he did you a favour,1
Happy Tarek Elrich day everyone. ,1
 Yeah I’m fine! We never had an actual evacuation I just left once i could see flames in the distance,1
 Good work Brian.,1
Bolsonaro foi salvo por Deus ,0
"Happy New Year! 

Thank you for standing with refugees in 2019. You made a world of difference. 

Just think about… ",1
 Good luck!  Thinking of you 🔥🔥,1
will this show trigger my trauma haaaaaaaa ,-1
" 2020
Follow ",0
 Extraordinary... ,0
"  Well son, when a mummy and daddy love each other very much, sometimes they find a special way t… ",1
 Honestly only here for photos of  drinking iced coffee,1
No Surprises - Radiohead  #NowPlaying,-1
"Ha! I always encourage my enterprise clients to do this. ""Not our problem, costs too much"" etc etc. ",1
 How will we know the difference?,0
   #ScottyFomMarketing the emperors new clothes,0
" It was gossip about a person's sex life. Even if I had better sources than 'random woman on Bondi Beach', I wouldn't report it",1
 미미ㅣ미미미미미친거아니여 !! ,0
   🤣🤣🤣🤣🤣🤣🤣 they want to be oppressed so bad,1
" They were all peer viewed. 
I really don't have any more time for your emotional rantings and ad hominems.",1
 Australia is likely to be a wrecker on global climate change policy in the 2020s and I don't see that much hope of it ch…,1
 OPINION: The NSW practice of strip-searching children for drugs (usually finding nothing) is directed by emergency servic…,-1
  Looks like he fell for it!,1
 Thank you Om ,1
   Raise your hand if you were not shocked 🙋🏻‍♀️,1
 Oh dear!,1
happy new year to Tex Perkins and Tex Perkins only,1
" Have an incredible new year. Thank you for an incredible decade of music, growth, happiness and challenges. 
Here’s to more music…",1
where the fuck can i watch steven universe future,-1
 o convite foi p qm?,0
"I don't know If it will work but there is nothing to lose 

David Hurley (Governor-General): Calling on the Governo… ",1
